StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Last Seen Flow Element ID,Last Seen Question IDs,consent,eng_screener_1,eng_screener_2,prod_1_2,prod_2_2,prod_2_3,prod_2_4,prod_2_5,prod_2_6,prod_2_7,prod_2_8,prod_2_9,prod_2_10,prod_2_11,prod_2_12,prod_2_13,prod_2_14,prod_2_15,prod_2_16,prod_2_17,prod_2_18,prod_2_19,prod_2_20,prod_2_21,rt_prod_1_First Click,rt_prod_1_Last Click,rt_prod_1_Page Submit,rt_prod_1_Click Count,prod_1_painful_1,prod_1_typ_charge,prod_1_fair_price,prod_1_value_1,prod_1_purchased,prod_1_2,prod_2_2,prod_2_3,prod_2_4,prod_2_5,prod_2_6,prod_2_7,prod_2_8,prod_2_9,prod_2_10,prod_2_11,prod_2_12,prod_2_13,prod_2_14,prod_2_15,prod_2_16,prod_2_17,prod_2_18,prod_2_19,prod_2_20,prod_2_21,Q586_First Click,Q586_Last Click,Q586_Page Submit,Q586_Click Count,Q587_1,Q589,Q590,Q592_1,Q593,shark_screeners_1,shark_screeners_2,shark_screeners_3,shark_screeners_4,prod_1_2,prod_2_2,prod_2_3,prod_2_4,prod_2_5,prod_2_6,prod_2_7,prod_2_8,prod_2_9,prod_2_10,prod_2_11,prod_2_12,prod_2_13,prod_2_14,prod_2_15,prod_2_16,prod_2_17,prod_2_18,prod_2_19,prod_2_20,prod_2_21,Q596_First Click,Q596_Last Click,Q596_Page Submit,Q596_Click Count,Q597_1,Q599,Q600,Q602_1,Q603,age,gender,comments,mTurkCode,PROLIFIC_PID,STUDY_ID,SESSION_ID,Item,Description,Item2,Description2,Item3,Description3
8/4/2026 6:51,8/4/2026 6:58,0,173.25.155.55,100,397,1,8/4/2026 6:58,R_6j9umasydPVEq9e,,,,,41.8528,-90.2071,anonymous,EN,FL_EOS_ID,,1,2,1,4,2,4,1,1,7,4,7,7,5,4,6,7,6,6,6,6,1,1,2,1,4.44,106.521,107.883,37,1,7,7,6,1,2,1,2,1,1,4,2,6,6,2,5,7,7,7,7,7,6,2,1,1,1,4.648,73.291,74.949,35,1,25,15,6,1,1,0,0,0,4,5,5,1,1,4,6,6,4,1,2,5,7,7,7,7,7,1,1,1,1,4.66,63.639,64.835,24,1,350,300,7,0,34,1,,,668c8323480134a3e3b9156e,6a717b1f4315ca0c46f51534,6a71e042007e26ce880b91df,Shampoo,shampoo,Basic T-Shirt,a basic t-shirt,Bike,a bike
8/4/2026 6:51,8/4/2026 6:58,0,45.46.151.207,100,386,1,8/4/2026 6:58,R_6d0we0J4ZbrFkyh,,,,,43.3195,-76.4178,anonymous,EN,FL_EOS_ID,,1,2,1,6,7,7,6,7,7,7,1,1,7,7,7,1,1,1,5,5,1,1,1,3,9.632,77.684,78.936,22,5,250,100,5,1,4,6,4,7,7,7,7,4,6,4,4,4,1,1,1,1,1,4,6,6,7,4.789,68.121,69.313,22,3,12,4,3,0,1,0,0,0,4,6,6,1,2,3,4,6,6,1,2,1,7,7,7,7,6,1,1,1,1,3.558,117.026,117.944,22,3,1200,999,6,0,42,2,,,6a1f2df1e09a81b25f63fc2c,6a717b1f4315ca0c46f51534,6a71e04dc3eb2f83ada1e47a,Electricity bill,an electricity bill,Parking,parking,Laptop,a laptop
8/4/2026 6:49,8/4/2026 6:58,0,73.67.117.89,100,487,1,8/4/2026 6:58,R_6C86FpEu11IhHpK,,,,,28.9341,-81.9599,anonymous,EN,FL_EOS_ID,,1,2,1,4,4,4,2,2,2,2,6,6,2,2,4,6,6,6,2,2,2,2,3,2,10.221,126.635,133.224,26,2,20,10,4,0,6,6,4,2,2,2,2,6,6,4,4,4,6,6,6,2,2,4,4,4,4,10.041,105.414,107.092,25,6,5,1,2,0,1,1,0,0,6,6,4,2,2,2,2,6,6,2,2,4,6,6,6,2,2,4,4,4,4,6.736,83.464,85.576,25,6,5,1,2,0,49,1,,,5da49efa203c590013533d84,6a717b1f4315ca0c46f51534,6a71dfefa3f792a81392a5d8,Bottle of wine,a bottle of wine,Starbucks,Starbucks,Starbucks,Starbucks
8/4/2026 6:49,8/4/2026 6:58,0,151.213.214.156,100,519,1,8/4/2026 6:58,R_6ztBEP1SapVOzH3,,,,,37.7006,-83.9738,anonymous,EN,FL_EOS_ID,,1,2,1,3,5,4,1,1,3,7,2,2,6,3,7,1,1,2,1,1,2,5,1,1,13.972,137.578,138.781,24,3,30,30,5,0,4,6,4,1,1,2,2,6,6,4,2,6,7,7,5,5,3,1,1,1,1,13.092,111.58,112.735,26,4,25,15,5,1,1,1,0,0,4,4,5,1,1,7,7,5,7,2,6,5,7,7,7,7,7,1,1,1,1,9.489,91.335,92.292,23,3,200,150,6,1,46,2,,,6a45565f7a12c276079537f2,6a717b1f4315ca0c46f51534,6a71dfd0463c97aa0db7e3ad,Uber or Lyft,Uber or Lyft,Bottle of wine,a bottle of wine,Bike,a bike
8/4/2026 6:51,8/4/2026 6:58,0,98.97.85.69,100,420,1,8/4/2026 6:58,R_7rPIAVVNIYgrWaD,,,,,32.7797,-96.8022,anonymous,EN,FL_EOS_ID,,1,2,1,6,6,6,1,2,7,7,7,1,1,1,1,6,2,4,1,4,1,1,1,1,16.015,80.036,80.745,22,5,200,75,3,1,6,6,5,5,5,5,7,1,1,7,7,7,1,1,1,6,3,1,1,1,4,5.361,47.729,48.473,21,7,350,110,5,1,1,0,0,0,2,2,3,3,4,6,5,4,6,3,5,4,6,5,6,5,3,1,2,2,2,3.98,187.677,188.357,23,3,15,10,5,0,32,1,,,5ffda81386912d2e220663d6,6a717b1f4315ca0c46f51534,6a71e0291af91249a6f86a2a,Concert ticket,a concert ticket,Electricity bill,an electricity bill,Public Transit Pass,a public transit pass
8/4/2026 6:50,8/4/2026 6:58,0,73.67.70.250,100,464,1,8/4/2026 6:58,R_62EAulmX9GLbBsm,,,,,28.2534,-81.6421,anonymous,EN,FL_EOS_ID,,1,2,1,4,5,5,5,1,7,7,7,6,5,6,7,1,2,2,7,6,3,1,2,2,14.02,124.029,125.333,24,6,10,10,4,0,7,7,6,1,1,7,7,7,7,4,2,7,1,5,4,1,1,1,1,1,1,9.43,96.884,97.766,21,1,45,20,3,0,1,1,0,0,4,4,4,1,1,2,4,7,7,4,7,7,7,7,7,7,7,1,1,1,1,5.535,77.648,80.082,22,1,90,40,7,1,52,1,,,6763911a202c7db0ad8d5790,6a717b1f4315ca0c46f51534,6a71e00846c5aab2e693c72e,Gym membership,a gym membership,Uber or Lyft,Uber or Lyft,Pair of sneakers,a pair of sneakers
8/4/2026 6:50,8/4/2026 6:58,0,174.74.82.251,100,442,1,8/4/2026 6:58,R_3NxF5VqDK7zTvX3,,,,,41.2969,-95.9674,anonymous,EN,FL_EOS_ID,,1,2,1,4,4,4,7,7,7,7,5,3,3,6,5,1,1,1,3,1,4,3,5,6,34.289,122.989,123.511,28,5,2,0,3,0,5,2,3,1,1,6,4,3,6,3,6,3,7,7,7,7,6,1,1,1,1,10.221,79.389,79.98,23,4,75,60,6,0,1,1,0,0,3,3,3,1,1,1,1,7,7,1,1,1,7,7,7,1,3,1,1,1,1,5.359,57.363,58.552,24,2,8,5,3,1,39,1,"Seems like a stretch to call ""a highway toll"" a *product* to be purchased.",,63456f39305e584734fb2dd5,6a717b1f4315ca0c46f51534,6a71e023a51a4983c4afd588,Highway Toll,a highway toll,Pair of sneakers,a pair of sneakers,Ice Cream,ice cream
8/4/2026 6:51,8/4/2026 6:58,0,140.254.42.81,100,431,1,8/4/2026 6:58,R_5Qi6rZd5K1L4nex,,,,,40.0326,-82.8799,anonymous,EN,FL_EOS_ID,,1,2,1,6,6,6,3,4,2,4,4,7,1,3,4,1,1,1,2,2,1,1,5,5,9.062,93.139,94.481,24,5,25,10,5,1,6,6,7,4,5,7,7,2,4,4,7,7,1,1,1,1,1,3,2,7,7,4.792,63.814,64.612,21,5,10,0,4,0,1,0,0,0,6,4,5,4,4,7,7,3,5,1,5,5,1,1,1,1,1,2,2,4,4,3.873,62.085,63.135,23,3,12,7,5,1,23,2,NA,,6a05d82324f2895464dbb671,6a717b1f4315ca0c46f51534,6a71e0315492ab34f61c689e,Netflix,a Netflix subscription,Highway Toll,a highway toll,Uber or Lyft,Uber or Lyft
8/4/2026 6:50,8/4/2026 6:58,0,98.172.231.76,100,469,1,8/4/2026 6:58,R_34YnDfIpp7ev52V,,,,,36.3227,-95.5976,anonymous,EN,FL_EOS_ID,,1,2,1,3,4,1,7,7,7,7,7,7,4,4,4,7,7,7,4,4,1,1,1,1,9.992,118.734,119.737,23,2,3,2,4,0,5,5,4,1,3,5,5,7,7,1,1,1,7,7,7,4,4,1,1,1,1,6.866,103.448,104.483,28,4,10,6,3,0,1,1,0,0,4,4,3,1,1,5,5,7,7,1,1,1,7,7,7,5,5,1,1,1,1,8.199,92.957,94.064,26,3,10,7,4,1,52,1,No comment to share. ,,61fa904ed42cb19beec490d9,6a717b1f4315ca0c46f51534,6a71e00cac8a129db46f0b98,Textbook,a textbook,Perfume,perfume,Basic T-Shirt,a basic t-shirt
8/4/2026 6:49,8/4/2026 6:58,0,99.91.82.20,100,508,1,8/4/2026 6:58,R_3rij0lWgPCwWYk6,,,,,33.8206,-118.034,anonymous,EN,FL_EOS_ID,,1,2,1,7,6,6,4,2,3,5,7,7,2,2,1,1,1,1,2,1,2,2,2,5,19.084,123.005,124.262,23,5,15,8,2,0,6,6,6,1,2,6,4,6,4,1,1,1,1,1,1,2,1,1,1,1,1,6.355,81.64,83.064,21,7,300,50,1,0,1,1,0,0,7,6,6,3,2,1,6,7,7,5,1,1,6,4,1,1,1,1,1,1,1,12.832,92.069,93.4,23,6,400,75,6,0,59,2,thank you for the opportunity to participate.,,66bfd4b46a7e9cec65d88461,6a717b1f4315ca0c46f51534,6a71dfe1ae46dd96689b924b,Netflix,a Netflix subscription,Life insurance,life insurance,Concert ticket,a concert ticket
8/4/2026 6:49,8/4/2026 6:58,0,65.28.80.207,100,546,1,8/4/2026 6:58,R_6RjvvRFQTOzOjat,,,,,38.9592,-94.5961,anonymous,EN,FL_EOS_ID,,1,2,1,5,4,5,3,4,5,6,4,6,3,6,6,2,2,4,2,4,1,2,2,2,19.741,139.997,141.701,22,2,30,30,4,0,6,5,5,3,4,6,6,6,6,3,6,3,1,1,4,6,6,4,2,1,2,9.16,114.472,116.054,23,2,300,200,6,0,1,0,0,0,5,4,5,2,3,1,3,7,7,7,1,1,7,7,7,6,7,1,1,1,1,17.921,87.933,89.375,21,1,95,75,5,1,58,2,,,677c744b5a9907b536f144ef,6a717b1f4315ca0c46f51534,6a71dfc2b9cfac24835b9407,Uber or Lyft,Uber or Lyft,Life insurance,life insurance,Pair of sneakers,a pair of sneakers
8/4/2026 6:50,8/4/2026 6:58,0,72.224.200.49,100,495,1,8/4/2026 6:58,R_6jZF9eyvu8sKAQH,,,,,43.0986,-77.4338,anonymous,EN,FL_EOS_ID,,1,2,1,5,5,6,2,6,6,6,7,6,1,2,1,7,7,5,4,6,1,2,1,1,5.07,53.299,54.207,21,1,1200,800,7,1,6,7,1,1,2,1,1,7,7,3,2,1,6,6,2,1,1,1,1,1,1,151.595,179.785,180.586,25,2,12,6,1,1,1,0,0,0,4,6,5,4,6,1,7,7,7,1,2,1,6,1,6,7,6,1,5,1,1,5.068,36.62,37.788,23,4,1200,800,7,1,48,1,,,663139cbb8723d403f4e7fc8,6a717b1f4315ca0c46f51534,6a71dff3ba19e14572c3cef7,Laptop,a laptop,Fast food meal,a fast food meal,Laptop,a laptop
8/4/2026 6:52,8/4/2026 6:58,0,50.223.225.182,100,341,1,8/4/2026 6:58,R_5YAp6KxsXloX3fc,,,,,41.151,-85.1247,anonymous,EN,FL_EOS_ID,,1,2,1,4,4,5,2,3,1,2,7,6,2,2,3,7,7,6,3,3,1,1,1,1,24.591,100.807,101.926,27,2,30,20,4,1,6,7,7,1,3,7,7,6,6,5,2,3,1,1,2,1,2,1,1,1,1,5.544,63.673,64.479,24,5,100,50,5,1,1,0,0,0,5,5,5,7,5,7,6,7,1,7,7,7,1,3,1,7,7,1,1,3,3,5.957,53.039,53.73,23,3,200,100,6,1,44,1,,,5bce2c5253de59000184642a,6a717b1f4315ca0c46f51534,6a71dfe9dcf6d48f038c6cf5,Bottle of wine,a bottle of wine,Concert ticket,a concert ticket,Electricity bill,an electricity bill
8/4/2026 6:51,8/4/2026 6:58,0,75.245.162.164,100,396,1,8/4/2026 6:58,R_7SD3OhrvqvTYsmt,,,,,36.1671,-86.7861,anonymous,EN,FL_EOS_ID,,1,2,1,3,3,3,2,2,2,3,7,6,1,2,1,6,6,6,2,2,2,1,1,1,10.013,64.065,67.997,24,2,25,25,4,1,3,2,3,2,2,6,7,5,5,4,4,3,5,4,5,4,5,2,1,1,1,16.948,77.623,78.301,25,4,50,50,6,0,1,0,0,0,4,3,3,2,2,2,3,7,6,6,1,2,1,1,2,5,5,1,1,1,1,5.461,56.365,57.046,25,4,50,50,4,0,47,1,,,56b10ae86399f9000ad8d987,6a717b1f4315ca0c46f51534,6a71e049e1eaed7be6025a4c,Restaurant dinner,a restaurant dinner,Public Transit Pass,a public transit pass,Meal kit subscription,a meal kit subscription
8/4/2026 6:49,8/4/2026 6:58,0,149.18.54.20,100,521,1,8/4/2026 6:58,R_6dMdbDKC4UaHgd5,,,,,35.2296,-80.843,anonymous,EN,FL_EOS_ID,,1,2,1,4,5,4,5,5,4,6,4,5,4,3,5,4,5,4,6,5,4,5,5,4,2.851,131.016,132.153,28,1,5,5,6,1,2,6,3,3,6,6,6,4,6,3,5,3,2,5,6,5,6,2,2,1,2,4.643,59.342,60.361,28,1,20,20,7,1,1,1,0,0,3,3,2,3,3,3,3,4,2,2,2,2,7,3,3,3,3,2,2,3,3,1.873,48.617,50.157,25,3,10,10,5,0,21,2,,,69ecc4786cf80747030b8582,6a717b1f4315ca0c46f51534,6a71dfbe8cc9d5db4954df68,Basic T-Shirt,a basic t-shirt,Fast food meal,a fast food meal,Gym membership,a gym membership
8/4/2026 6:49,8/4/2026 6:58,0,172.59.120.18,100,535,1,8/4/2026 6:58,R_5DuXIG9N2guUBfY,,,,,36.1284,-95.8669,anonymous,EN,FL_EOS_ID,,1,2,1,5,3,5,1,1,5,7,7,7,1,1,1,5,7,7,7,7,1,1,1,1,27.638,118.505,122.27,21,1,150,100,5,0,6,5,5,1,1,7,7,5,6,5,3,1,1,1,1,1,1,1,1,1,1,12.245,115.885,117.246,22,4,15,10,3,0,1,0,0,0,7,7,7,1,1,1,1,7,5,1,1,1,1,1,1,7,7,1,1,1,1,7.23,70.542,71.871,21,7,200,25,4,0,49,2,none,,58d552e09dbe3f00012591f2,6a717b1f4315ca0c46f51534,6a71dfe0e7ba863a49ef979f,Bike,a bike,Uber or Lyft,Uber or Lyft,Life insurance,life insurance
8/4/2026 6:51,8/4/2026 6:58,0,172.59.136.152,100,438,1,8/4/2026 6:58,R_7Gy46TJRVWA3dYu,,,,,40.4442,-79.9557,anonymous,EN,FL_EOS_ID,,1,2,1,3,5,3,1,5,2,3,7,7,1,1,3,2,1,3,5,6,1,2,2,2,10.521,127.719,128.704,21,4,10,10,6,0,2,5,1,1,1,4,7,1,2,7,7,7,7,7,7,3,3,1,1,2,3,6.909,81.007,81.708,24,5,9,2,3,1,1,1,0,0,2,2,3,1,1,1,1,7,6,1,1,1,7,7,7,1,1,1,1,1,1,9.652,73.535,74.4,21,2,20,10,2,1,48,1,,,67a512649c0c090e741461df,6a717b1f4315ca0c46f51534,6a71e0420a156976df34fe64,Digital book,a digital book,Shampoo,shampoo,Bottle of wine,a bottle of wine
8/4/2026 6:52,8/4/2026 6:58,0,65.185.52.44,100,362,1,8/4/2026 6:58,R_7IFcNuIk47qZJmd,,,,,40.1578,-83.0752,anonymous,EN,FL_EOS_ID,,1,2,1,7,6,7,4,6,5,1,6,5,3,2,6,2,2,2,2,2,2,2,5,2,9.64,93.789,94.496,22,5,30,10,3,1,4,3,3,2,6,2,2,6,1,6,6,4,6,6,6,6,6,2,2,2,6,4.855,75.849,77.868,21,2,10,10,6,1,1,0,0,0,5,6,6,5,6,2,2,6,2,2,2,2,6,6,6,6,5,2,2,2,2,6.081,72.858,74.02,28,3,10000,2000,5,0,19,1,,,69b32d4fbe5a677ae6df4287,6a717b1f4315ca0c46f51534,6a71e08f1f21f67f7a61ccec,Uber or Lyft,Uber or Lyft,Basic T-Shirt,a basic t-shirt,Designer watch,a designer watch
8/4/2026 6:49,8/4/2026 6:58,0,108.28.174.59,100,542,1,8/4/2026 6:58,R_3js8RhLMeXWGlcg,,,,,38.867,-76.8173,anonymous,EN,FL_EOS_ID,,1,2,1,7,4,6,4,3,4,3,7,7,1,1,4,6,4,4,1,1,1,1,4,4,33.363,149.387,151.238,22,3,6,4,1,1,6,4,6,5,4,6,6,6,6,2,4,6,6,6,6,6,4,2,2,2,2,13.586,101.395,102.869,22,4,600,300,4,0,1,0,0,0,7,7,7,4,4,7,7,4,4,6,7,7,7,7,7,7,7,1,1,7,7,12.062,92.567,93.907,22,7,200,50,4,0,50,2,na,,662fec0f32cd7e67793c90c1,6a717b1f4315ca0c46f51534,6a71dfe38337dd37ee17fbf8,Starbucks,Starbucks,Laptop,a laptop,Textbook,a textbook
8/4/2026 6:50,8/4/2026 6:58,0,24.44.6.249,100,480,1,8/4/2026 6:58,R_7IsKe1FGkNQOCym,,,,,40.4631,-74.3455,anonymous,EN,FL_EOS_ID,,1,2,1,6,7,7,1,1,6,6,7,6,1,1,7,7,7,7,7,7,1,1,1,1,78.278,150.006,152.798,24,7,500,350,7,1,5,6,3,1,1,4,7,7,7,4,6,7,7,7,7,7,7,1,1,1,1,2.939,79.377,80.358,22,1,100,50,7,1,1,0,0,0,7,6,6,1,1,1,1,7,7,1,1,1,7,7,7,4,4,1,1,1,1,26.987,103.441,104.262,21,3,40,25,1,0,42,2,,,69f3ea900768bc0031d5da3b,6a717b1f4315ca0c46f51534,6a71e01cf85036e547bee733,Monthly car payment,monthly car payment,Pair of sneakers,a pair of sneakers,Uber or Lyft,Uber or Lyft
8/4/2026 6:49,8/4/2026 6:58,0,24.125.255.85,100,551,1,8/4/2026 6:58,R_1idoEEwKuDzPSLv,,,,,33.3963,-84.5689,anonymous,EN,FL_EOS_ID,,1,2,1,4,4,4,3,3,4,6,6,4,3,5,5,5,6,4,5,5,1,6,1,2,5.171,41.618,42.1,21,4,350,225,5,0,2,2,2,5,1,2,6,7,7,1,2,2,2,3,6,7,6,2,2,1,1,16.719,44.249,44.834,24,2,39,19,6,0,1,0,0,0,4,2,4,3,3,5,4,6,2,3,2,2,6,6,6,2,2,2,2,1,2,3.794,28.877,29.547,25,4,16,8,4,1,42,1,,,5df3c82961b48a2907204173,6a717b1f4315ca0c46f51534,6a71dfe17fe229269d2aeeac,Monthly car payment,monthly car payment,Gym membership,a gym membership,Restaurant dinner,a restaurant dinner
8/4/2026 6:51,8/4/2026 6:58,0,66.30.59.247,100,458,1,8/4/2026 6:58,R_7kddnilpMwxWed1,,,,,41.8304,-72.7199,anonymous,EN,FL_EOS_ID,,1,2,1,5,6,6,1,1,2,7,7,1,3,1,1,1,1,1,1,1,1,1,1,1,69.492,123.596,124.716,22,5,100,75,5,1,2,5,1,1,1,7,7,3,3,6,6,6,4,1,1,6,6,1,3,6,6,7.273,77.431,78.403,21,5,20,10,7,0,1,0,0,0,5,5,5,7,6,5,7,7,7,1,1,1,7,7,7,7,7,1,1,1,1,14.261,66.573,67.281,22,3,30,20,5,0,24,2,,,6a0b4046d4ffd7b467f1d5a6,6a717b1f4315ca0c46f51534,6a71e03beacceb376079c88d,Concert ticket,a concert ticket,Public Transit Pass,a public transit pass,Physical video game,a physical video game
8/4/2026 6:49,8/4/2026 6:58,0,174.57.6.28,100,575,1,8/4/2026 6:58,R_6sb5jgip8qEJmF5,,,,,39.9663,-74.8103,anonymous,EN,FL_EOS_ID,,1,2,1,5,4,5,7,7,7,6,7,7,1,1,1,1,1,1,7,7,1,1,1,1,8.381,69.609,253.701,21,4,28,10,7,1,3,3,4,1,1,1,4,7,7,1,4,1,7,7,7,7,7,1,1,1,1,7.813,68.994,69.968,21,4,55,45,6,0,1,0,0,0,6,6,7,4,5,7,7,7,5,1,1,6,2,2,4,2,5,1,1,1,1,7.594,90.999,92.197,21,6,200,50,6,0,75,2,,,55a91791fdf99b62b606c803,6a717b1f4315ca0c46f51534,6a71dfc6929d0d90ede79d10,Netflix,a Netflix subscription,Pair of sneakers,a pair of sneakers,Concert ticket,a concert ticket
8/4/2026 6:51,8/4/2026 6:59,0,98.97.34.70,100,456,1,8/4/2026 6:59,R_6DVj9PDE69alV97,,,,,47.6109,-122.3303,anonymous,EN,FL_EOS_ID,,1,2,1,5,7,6,1,1,6,7,3,1,3,5,5,1,1,1,1,1,1,1,1,5,13.416,111.712,112.554,23,5,20,5,3,0,4,4,4,1,1,1,1,7,7,1,1,1,7,7,7,3,4,1,1,1,1,6.818,75.719,76.958,22,2,30,28,4,0,1,1,0,0,4,4,4,1,1,4,7,6,5,2,2,2,1,1,1,1,1,3,1,2,3,9.91,94.55,95.664,25,4,40,38,4,0,51,2,,,6105b1b285e91680458bd341,6a717b1f4315ca0c46f51534,6a71e0468f021b9ed3867627,Highway Toll,a highway toll,Bottle of wine,a bottle of wine,Uber or Lyft,Uber or Lyft
8/4/2026 6:49,8/4/2026 6:59,0,35.145.47.183,100,565,1,8/4/2026 6:59,R_1tffvJbxMsdOYaM,,,,,28.3943,-81.3615,anonymous,EN,FL_EOS_ID,,1,2,1,3,3,3,3,3,4,6,3,3,6,6,6,1,7,7,2,2,2,1,3,3,19.605,160.394,162.395,33,5,3,1.5,5,1,3,3,5,2,2,3,3,6,6,2,3,2,7,7,7,7,7,1,1,1,1,2.366,102.778,103.596,37,2,200,180,6,0,1,0,0,0,7,7,7,1,1,1,1,7,7,1,1,1,1,6,6,1,2,1,1,1,1,8.06,93.744,96.214,25,7,150,65,4,1,43,1,,,570d22b35e5156000efd8bd5,6a717b1f4315ca0c46f51534,6a71dfe84209d24053fd9284,Highway Toll,a highway toll,Bike,a bike,Concert ticket,a concert ticket
8/4/2026 6:51,8/4/2026 6:59,0,75.102.170.41,100,463,1,8/4/2026 6:59,R_634cs0bKajYL20X,,,,,45.2141,-96.626,anonymous,EN,FL_EOS_ID,,1,2,1,6,6,2,4,4,4,5,6,4,5,1,6,1,1,6,1,1,2,6,6,7,13.042,98.058,98.799,23,6,0,0,6,1,7,7,7,7,1,1,7,1,1,7,7,7,7,7,7,7,6,1,1,1,1,7.043,64.176,65.111,22,7,80,45,5,1,1,1,0,0,7,6,6,7,7,7,1,1,1,7,7,7,7,7,7,5,4,1,1,1,1,7.194,57.036,57.874,21,6,20,9,4,1,56,1,Thank you,,6a1b579c5ac33216f56eabfc,6a717b1f4315ca0c46f51534,6a71e04169666a1bcd1651ee,Parking,parking,Tank of Gas,a tank of gas,Cartridge of Printer Ink,a cartridge of printer ink
8/4/2026 6:50,8/4/2026 6:59,0,68.63.209.239,100,502,1,8/4/2026 6:59,R_6jq70C0zhYTksgh,,,,,44.9998,-93.393,anonymous,EN,FL_EOS_ID,,1,2,1,5,5,6,4,5,4,6,7,7,1,1,1,7,6,6,2,2,1,1,1,1,8.244,81.292,82.121,21,3,50,40,4,0,4,5,4,6,6,3,1,7,6,1,1,1,7,6,6,7,7,1,1,1,1,5.976,55.759,57.098,23,2,59,35,4,0,1,1,0,0,3,5,4,6,5,2,3,7,7,1,1,1,2,2,2,6,7,1,3,1,1,5.187,63.888,64.837,24,2,12,4,5,1,47,1,,,69efb336c58d4100c1b4a231,6a717b1f4315ca0c46f51534,6a71e022455d087984933247,Meal kit subscription,a meal kit subscription,Physical video game,a physical video game,Digital book,a digital book
8/4/2026 6:52,8/4/2026 6:59,0,173.186.27.87,100,412,1,8/4/2026 6:59,R_5Csk25CYKWm6ZHf,,,,,31.7227,-83.2559,anonymous,EN,FL_EOS_ID,,1,2,1,7,7,2,7,7,7,7,1,2,6,7,7,1,1,1,1,1,1,1,1,7,2.847,78.926,81.241,31,6,2,1,2,0,7,7,7,5,4,7,7,1,2,7,7,7,7,4,7,4,4,1,1,1,2,4.828,66.535,67.928,25,7,600,300,4,0,1,0,0,0,7,6,4,1,1,1,1,7,7,1,1,1,1,1,2,2,4,1,3,1,2,5.073,48.351,49.664,25,3,12,5,4,0,29,2,,,698c919d505ef1862de8b8e9,6a717b1f4315ca0c46f51534,6a71e034d05cac48483de9d9,Highway Toll,a highway toll,Monthly car payment,monthly car payment,Netflix,a Netflix subscription
8/4/2026 6:49,8/4/2026 6:59,0,128.227.1.10,100,594,1,8/4/2026 6:59,R_52RWOWCqIZFOGPf,,,,,29.6138,-82.386,anonymous,EN,FL_EOS_ID,,1,2,1,4,4,6,5,2,5,5,2,2,4,7,4,7,7,6,5,5,1,1,1,2,68.052,98.859,99.577,22,3,500,500,5,0,2,2,1,1,1,5,3,5,7,1,1,1,1,1,2,5,6,3,4,4,4,272.945,310.509,311.099,25,1,5,1,5,0,1,0,0,0,2,2,2,3,2,6,5,5,5,5,4,4,4,2,1,4,4,5,5,5,5,6.695,43.987,44.871,25,1,2,1,5,0,23,2,,,6a24671ddcf94a6cb9a440d4,6a717b1f4315ca0c46f51534,6a71dfd1ba8dad6e23523f2a,Laptop,a laptop,Digital book,a digital book,Public Transit Pass,a public transit pass
8/4/2026 6:51,8/4/2026 6:59,0,173.185.80.219,100,477,1,8/4/2026 6:59,R_6ikeBnbLWh5h3yu,,,,,35.4838,-80.6031,anonymous,EN,FL_EOS_ID,,1,2,1,7,6,7,4,4,5,2,7,7,2,2,2,6,4,5,2,2,5,2,2,4,14.068,94.371,96.785,30,4,8,3,2,0,4,5,5,4,3,5,7,6,5,4,4,4,7,7,7,7,6,1,2,3,4,5.349,69.188,69.875,25,6,800,400,5,0,1,0,0,0,4,4,3,3,5,5,4,3,5,4,4,4,5,6,6,5,4,2,3,3,6,5.513,79.25,79.631,37,3,45,20,4,0,35,1,,,69cd6f0cbd63408fef2306cf,6a717b1f4315ca0c46f51534,6a71e0491e3f4d2fb4f81de1,Starbucks,Starbucks,Laptop,a laptop,Public Transit Pass,a public transit pass
8/4/2026 6:50,8/4/2026 6:59,0,147.206.1.34,100,524,1,8/4/2026 6:59,R_6Y1WMAHCIQjYbHH,,,,,29.9495,-90.1204,anonymous,EN,FL_EOS_ID,,1,2,1,4,4,2,7,7,7,7,7,1,1,1,7,1,1,1,4,4,7,4,7,7,35.388,121.143,121.799,22,1,25,0,4,0,3,5,1,1,1,1,1,7,7,1,1,5,7,7,7,1,1,1,1,1,1,7.471,70.002,70.741,23,1,12,6,4,1,1,1,0,0,5,6,5,1,1,1,4,7,7,1,1,6,7,7,7,6,6,1,1,1,1,20.917,100.963,101.585,26,3,1200,500,6,1,39,2,n/a,,6a1c35d71ced3a0faf769e59,6a717b1f4315ca0c46f51534,6a71e025ad88eb2fdeeed3ac,Hotel Wifi,hotel wifi,Fast food meal,a fast food meal,Laptop,a laptop
